"";"title";"year";"length";"budget";"rating";"votes"
"515";"Blood Work";2002;110;50000000;6,3;5965
"516";"Blood and Wine";1996;101;26000000;6;2134
"517";"Blood for Dracula";1974;106;NA;5,4;751
"518";"Blood of the Hunter";1995;93;NA;4,2;59
"519";"Blood of the Innocent";1994;95;NA;4,1;78
"520";"Blood, Guts, Bullets and Octane";1998;87;7300;5,3;285
"521";"Bloodfist VIII: Trained to Kill";1996;85;NA;2,6;34
"522";"Bloodletting, The";2004;87;NA;5,6;5
"523";"Bloodmoon";1997;102;NA;4,1;86
"524";"Bloodsport 2";1996;71;NA;4,3;274
"525";"Bloody Mallory";2002;94;NA;4,1;167
"526";"Bloody Sunday";2002;107;5000000;7,6;2388
"527";"Bloom";2003;113;NA;4,2;58
"528";"Blow";2001;124;30000000;7,1;18670
"529";"Blow Dry";2001;87;NA;6,1;1611
"530";"Blowback";2000;91;NA;4,3;201
"531";"Blue Car";2002;96;NA;7;819
"532";"Blue Collar Comedy Tour: The Movie";2003;105;NA;7,6;804
"533";"Blue Crush";2002;104;30000000;5,7;4791
"534";"Blue Diner, The";2001;100;NA;5,8;51
"535";"Blue Hawaii";1961;102;NA;5,3;682
"536";"Blue Hill Avenue";2001;120;1200000;6,6;85
"537";"Blue Juice";1995;90;NA;5,1;574
"538";"Blue Moon";2000;89;NA;5,1;70
"539";"Blue Ridge Fall";1999;105;NA;4,9;92
"540";"Blueberry";2004;124;NA;5,2;1256
"541";"Blues Brothers 2000";1998;123;28000000;4,5;5267
"542";"Boat Trip";2002;97;20000000;4,5;2991
"543";"Bobby G. Can't Swim";1999;89;NA;6,2;98
"544";"Bobby Jones, Stroke of Genius";2004;120;NA;6,2;490
"545";"Boca a boca";1995;106;NA;6,8;375
"546";"Bodily Harm";1995;91;NA;4,7;93
"547";"Body Shots";1999;106;NA;4,9;1805
"548";"Body and Soul";1998;91;NA;3,6;53
"549";"Body of Influence 2";1996;87;1200000;3,4;44
"550";"Body, The";2001;109;NA;5,3;1646
"551";"Bodywork";1999;92;NA;4,8;52
"552";"Bogus";1996;110;32000000;5;1007
"553";"Boiler Room";2000;118;9000000;6,8;8586
"554";"Boksuneun naui geot";2002;121;NA;7,6;1325
"555";"Bold Affair, A";1998;99;NA;4,1;71
"556";"Bollywood/Hollywood";2002;105;NA;6,1;593
"557";"Bom yeoreum gaeul gyeoul geurigo bom";2003;103;NA;8,2;2829
"558";"Bombshell";1996;98;NA;4,3;65
"559";"Bon voyage";2003;115;20000000;7,2;1061
"560";"Bone Collector, The";1999;118;48000000;6,2;17766
"561";"Bone Daddy";1998;90;NA;5,3;371
"562";"Bone Snatcher, The";2003;96;6000000;4,1;400
"563";"Bones";2001;96;16000000;4,2;1418
"564";"Bongwater";1997;97;NA;4,5;458
"565";"Boogeyman";2005;89;20000000;4,1;2055
"566";"Boogie Boy";1998;104;NA;5;203
"567";"Boogie Nights";1997;156;15000000;7,6;27380
"568";"Book of Love";1990;82;NA;5,1;199
"569";"Book of Love";2004;83;NA;2,9;134
"570";"Book of Mormon Movie, Volume 1: The Journey, The";2003;120;2000000;3,4;142
"571";"Book of Shadows: Blair Witch 2";2000;90;15000000;4,2;6532
"572";"Bookies";2003;88;NA;5,5;208
"573";"Boondock Saints, The";1999;110;NA;7,7;17935
"574";"Boot, Das";1981;216;14000000;8,5;28920
"575";"Bootmen";2000;95;NA;6;465
"576";"Booty Call";1997;79;NA;4,9;1401
"577";"Bor lei jun";1999;99;NA;5,3;1421
"578";"Bordello of Blood";1996;72;NA;4,6;2187
"579";"Boricua's Bond";2000;105;NA;3,8;78
"580";"Born Bad";1999;88;NA;5,1;92
"581";"Born Free";1966;95;NA;6,9;763
"582";"Born Into Brothels: Calcutta's Red Light Kids";2004;85;NA;7,8;366
"583";"Born Romantic";2000;96;NA;6,2;406
"584";"Born Wild";1995;91;NA;4,4;16
"585";"Borrowers, The";1997;89;29000000;5,6;1457
"586";"Bossa Nova";2000;95;NA;6,6;630
"587";"Boston Kickout";1995;110;NA;5,7;113
"588";"Botte di Natale";1994;107;NA;5;201
"589";"Bounce";2000;106;35000000;5,8;5390
"590";"Bound";1996;109;4500000;7,5;11911
"591";"Bounty Hunters";1997;98;NA;4,9;76
"592";"Bourne Identity, The";2002;119;75000000;7,3;29871
"593";"Bourne Supremacy, The";2004;108;75000000;7,3;19878
"594";"Bowfinger";1999;97;55000000;6,4;15000
"595";"Bowling for Columbine";2002;120;4000000;8,5;36747
"596";"Box of Moon Light";1996;112;NA;6,9;1433
"597";"Boxer, The";1997;113;NA;6,9;2375
"598";"Boy Called Hate, A";1996;97;NA;4,8;89
"599";"Boys";1996;86;NA;4,6;915
"600";"Boys Club, The";1997;91;NA;6;353
"601";"Boys Don't Cry";1999;118;2000000;7,6;14456
"602";"Boys On the Run";2001;97;NA;5,3;36
"603";"Boys and Girls";2000;94;16000000;4,9;3483
"604";"Boys of 2nd Street Park, The";2003;91;NA;7,2;38
"605";"Boys, The";1998;86;NA;6,3;254
"606";"Brady Bunch Movie, The";1995;90;12000000;5,6;4636
"607";"Brassed Off";1996;107;NA;7,2;4974
"608";"Braveheart";1995;177;53000000;8,3;92437
"609";"Bravo Two Zero";1999;115;6500000;6,5;578
"610";"Bread and Roses";2000;110;NA;7;1172
"611";"Bread, My Sweet, The";2001;105;600000;6,8;257
"612";"Break Up";1998;100;9000000;5,1;393
"613";"Break, The";1995;104;NA;4,9;81
"614";"Breakaway";1996;95;NA;4;38
"615";"Breakdown";1997;95;36000000;6,7;7099
"616";"Breakfast of Champions";1999;110;12000000;4,2;2250
"617";"Breakin' All the Rules";2004;85;NA;5;575
"618";"Breaking Free";1995;106;NA;6,3;79
"619";"Breaking Up";1997;90;NA;4,5;648
"620";"Breaking the Silence";1998;90;NA;2,9;41
"621";"Breaking the Waves";1996;158;NA;7,7;10494
"622";"Breast Men";1997;96;NA;5,6;1171
"623";"Breathing Room";1996;90;500000;4;39
"624";"Breed, The";2001;91;4000000;4,7;582
"625";"Briar Patch";2003;103;NA;2,5;265
"626";"Bride & Prejudice";2004;122;7000000;6,3;1503
"627";"Bride of Chucky";1998;89;25000000;5,2;4449
"628";"Bride of the Wind";2001;99;12000000;5,2;201
"629";"Bridge of Dragons";1999;95;4000000;3,7;373
"630";"Bridges of Madison County, The";1995;135;22000000;6,9;7633
"631";"Bridget Jones's Diary";2001;97;26000000;7;24791
"632";"Bridget Jones: The Edge of Reason";2004;108;70000000;5,7;6636
"633";"Brigham City";2001;119;1000000;7,1;405
"634";"Bright Young Things";2003;105;NA;6,8;621
"635";"Bring It On";2000;98;10000000;6,1;11784
"636";"Bring Me the Head of Mavis Davis";1997;100;NA;4,9;161
"637";"Bringing Down the House";2003;105;35000000;5,6;6501
"638";"Bringing Out the Dead";1999;121;32000000;6,7;13989
"639";"Broadcast Bombshells";1995;84;NA;3;52
"640";"Brokedown Palace";1999;100;NA;6,1;4321
"641";"Broken Arrow";1996;108;65000000;5,7;14415
"642";"Broken English";1996;92;NA;6,5;299
"643";"Broken Vessels";1998;90;600000;6,1;223
"644";"Brooklyn Babylon";2001;89;NA;5,6;75
"645";"Brooklyn Bound";2004;90;70000;4,2;30
"646";"Brooklyn Sonnet";2000;95;NA;5,9;25
"647";"Brother";2000;114;12000000;7,1;4322
"648";"Brother John";1971;95;NA;6,4;66
"649";"Brother from Another Planet, The";1984;106;300000;6,7;1133
"650";"Brother's Kiss, A";1997;92;NA;6,3;102
"651";"Brotherhood, The";1968;96;NA;5,6;106
"652";"Brothers McMullen, The";1995;98;23800;6,4;2325
"653";"Brown Sugar";2002;109;8000000;5,9;941
"654";"Brown's Requiem";1998;104;NA;5,7;303
"655";"Bruce Almighty";2003;101;81000000;6,4;23905
"656";"Bruno";2000;108;10000000;6;295
"657";"Brylcreem Boys, The";1998;106;6000000;6;199
"658";"Bubba Ho-tep";2002;92;1000000;7,5;7142
"659";"Bubble Boy";2001;84;13000000;5,1;2904
"660";"Buck Naked Arson";2001;85;NA;6,5;38
"661";"Buck and the Magic Bracelet";1999;99;NA;2;8
"662";"Buddy";1997;84;NA;4,6;458
"663";"Buddy Boy";1999;105;NA;5,6;106
"664";"Buffalo '66";1998;110;1500000;7,2;6652
"665";"Buffalo Soldiers";2001;98;15000000;7;3753
"666";"Bug Buster";1998;93;8500000;2,9;268
"667";"Bug Off!";2001;84;NA;3,2;37
"668";"Bulletproof";1996;84;NA;5,4;3613
"669";"Bulletproof Monk";2003;104;52000000;5,2;5405
"670";"Bullfighter";2000;90;NA;2,7;58
"671";"Bully";2001;113;NA;7;4913
"672";"Bumblebee Flies Anyway, The";1999;96;NA;6,1;604
"673";"Bunker, The";2001;92;NA;5,4;927
"674";"Bure baruta";1998;102;NA;7,5;620
"675";"Burial Society, The";2002;94;1500000;6,5;52
"676";"Bush's Brain";2004;80;NA;6,8;264
"677";"Business Affair, A";1994;98;NA;5,2;131
"678";"Business of Strangers, The";2001;84;NA;6,4;1458
"679";"Busted";1996;93;NA;3;196
"680";"But I'm a Cheerleader";1999;85;1200000;6,2;3897
"681";"Butter";1998;101;NA;2,9;83
"682";"Butterfly Effect, The";2004;120;13000000;7,6;22975
"683";"Buying the Cow";2002;88;NA;5,6;936
"684";"Bye Bye, Love";1995;106;NA;5,8;1420
"685";"C'era una volta il West";1968;158;5000000;8,7;17241
"686";"CQ";2001;91;7000000;6,4;1315
"687";"Cabin Fever";2002;93;1500000;5,1;7776
"688";"Cable Guy, The";1996;96;47000000;5,5;16266
"689";"Cachorro";2004;100;NA;7,4;210
"690";"Cadillac Ranch";1996;100;NA;5,3;89
"691";"Caduta degli dei, La";1969;150;NA;7,3;708
"692";"Cafe Society";1995;104;3500000;5,7;137
"693";"Caged Hearts";1995;94;NA;3,7;47
"694";"Calcium Kid, The";2004;89;NA;5,4;423
"695";"Calendar Girls";2003;108;NA;7,1;3618
"696";"Caligula";1996;51;NA;1,5;15
"697";"Calling Bobcat";2000;91;230000;5;42
"698";"Camp";2003;114;NA;6,6;1332
"699";"Campfire Tales";1997;88;NA;5,6;561
"700";"Can't Be Heaven";2000;94;2000000;5,7;104
"701";"Can't Hardly Wait";1998;101;10000000;6,2;8191
"702";"Candyman: Farewell to the Flesh";1995;93;NA;4,5;1176
"703";"Cannes Man";1996;88;NA;5,4;130
"704";"Cape Fear";1991;128;35000000;7,1;15585
"705";"Captain Corelli's Mandolin";2001;131;57000000;5,9;5281
"706";"Captain Nuke and the Bomber Boys";1995;90;NA;4,5;80
"707";"Captiva Island";1995;85;NA;4,5;35
"708";"Captives";1994;100;NA;6,1;541
"709";"Captured";2000;95;NA;2,7;201
"710";"Captured Alive";1995;83;NA;1,5;12
"711";"Carandiru";2003;147;6000000;7,7;1608
"712";"Career Girls";1997;87;NA;7;1156
"713";"Carman: The Champion";2001;82;NA;4,6;412
"714";"Carnal Desires";1999;87;NA;2,8;42
"715";"Carnival of Souls";1998;90;2000000;2,8;462
"716";"Carpool";1996;89;17000000;4,5;829
"717";"Carried Away";1996;109;NA;6,4;393
"718";"Carrington";1995;121;NA;6,5;1401
"719";"Casa de los babys";2003;95;NA;6,7;572
"720";"Casino";1995;176;52000000;7,8;27234
"721";"Casper";1995;100;55000000;5,6;8798
"722";"Cast Away";2000;143;90000000;7,3;34580
"723";"Castle Freak";1995;95;NA;4,9;573
"724";"Casualties";1997;85;NA;5,4;221
"725";"Cat in the Hat, The";2003;82;109000000;3,2;4997
"726";"Cat's Meow, The";2001;114;NA;6,5;2195
"727";"Catch Me If You Can";2002;141;52000000;7,6;39915
"728";"Catch That Kid";2004;91;18000000;4,5;598
"729";"Catfish in Black Bean Sauce";1999;119;NA;6,7;181
"730";"Catherine's Grove";1997;91;NA;3,1;38
"731";"Cats & Dogs";2001;87;60000000;5,4;6487
"732";"Catwoman";2004;104;85000000;3,4;8815
"733";"Caught";1996;110;NA;6,5;317
"734";"Caught Up";1998;97;NA;4,8;188
"735";"Cause of Death";2000;95;NA;4,4;85
"736";"Cavedweller";2004;101;NA;4,8;110
"737";"Caveman's Valentine, The";2001;105;NA;6;1505
"738";"Cecil B. DeMented";2000;87;10000000;6;3464
"739";"Celebrity";1998;113;12000000;6,1;4820
"740";"Cell, The";2000;109;33000000;6,1;16118
"741";"Cellblock Sisters: Banished Behind Bars";1995;95;NA;3;102
"742";"Cellular";2004;94;25000000;6,4;6182
"743";"Celsius 41.11: The Temperature at Which the Brain... Begins to Die";2004;72;NA;3,8;584
"744";"Cement";1999;97;NA;5,3;99
"745";"Centerfold";1996;86;NA;4,2;35
"746";"Century";1993;112;NA;5,6;68
"747";"Century Hotel";2001;95;NA;6,7;166
"748";"Cero y van cuatro";2004;92;NA;7,3;26
"749";"Chain Reaction";1996;106;55000000;5,1;5936
"750";"Chain of Command";2000;96;NA;4,6;299
"751";"Chain of Fools";2000;96;20000000;6,1;845
"752";"Chairman of the Board";1998;95;10000000;2,6;666
"753";"Chakushin ari";2003;111;NA;6,4;691
"754";"Chamber, The";1996;113;50000000;5,7;2540
"755";"Chameleon";1995;108;NA;5,7;177
"756";"Champions";1998;99;NA;3,3;86
"757";"Changing Habits";1997;95;1200000;5,5;134
"758";"Changing Lanes";2002;99;45000000;6,6;12779
"759";"Chao ji ji hua";1993;104;NA;5,8;554
"760";"Chaos Factor, The";2000;95;NA;4,5;109
"761";"Chapter Perfect";1998;100;NA;2,1;13
"762";"Charades";1998;94;NA;4,1;62
"763";"Charlie";2004;94;5000000;5;141
"764";"Charlie's Angels";2000;94;92000000;5,8;25705
"765";"Charlie's Angels: Full Throttle";2003;107;120000000;5;13990
"766";"Charlotte Gray";2001;121;NA;6,3;1832
"767";"Charlotte Sometimes";2002;85;80000;4,6;555
"768";"Charly";2002;103;950000;5,5;149
"769";"Chasing Amy";1997;111;250000;7,6;32141
"770";"Chasing Destiny";2001;91;NA;4,9;72
"771";"Chasing Holden";2001;101;NA;5;136
"772";"Chasing Liberty";2004;111;23000000;5,7;1911
"773";"Chasing Papi";2003;81;NA;4,2;598
"774";"Chasing Sleep";2000;104;NA;6,4;496
"775";"Cheaper by the Dozen";2003;98;40000000;5,8;5977
"776";"Cheats";2002;90;NA;5,9;783
"777";"Cheerleader Ninjas";2002;96;NA;3,1;151
"778";"Chek law dak gung";2002;90;NA;5,4;651
"779";"Chelsea Walls";2001;109;NA;4,3;600
"780";"Cheng shi lie ren";1993;105;NA;6,2;919
"781";"Cherish";2002;99;1500000;6,5;743
"782";"Cherry";1999;90;NA;5,2;139
"783";"Cherry Falls";2000;92;14000000;4,9;2165
"784";"Chicago";2002;113;45000000;7,5;34933
"785";"Chicago Cab";1998;96;NA;6,4;586
"786";"Chik yeung tin sai";2002;106;NA;6,8;1059
"787";"Chiklo gouyeung";1992;89;NA;6;424
"788";"Children On Their Birthdays";2002;102;10000000;6;163
"789";"Children of the Corn III";1995;92;NA;3,3;678
"790";"Children of the Living Dead";2001;90;NA;2,1;385
"791";"Children of the Revolution";1996;101;NA;6,3;786
"792";"Chill Factor";1999;101;34000000;5;2542
"793";"Chillicothe";1999;90;NA;7,1;96
"794";"Chin gei bin";2003;102;NA;5,8;562
"795";"Chinese Box";1997;99;NA;6;917
"796";"Chinese Coffee";2000;99;NA;6,9;61
"797";"Chocolat";2000;121;NA;7,3;20031
"798";"Choke";2000;89;NA;3,2;95
"799";"Chong qing sen lin";1994;102;NA;7,7;4814
"800";"Chooch";2003;81;NA;4;9
"801";"Chopin. Pragnienie milosci";2002;134;3500000;4;55
"802";"Chopper";2001;3;NA;6,4;58
"803";"Choristes, Les";2004;96;NA;7,7;2374
"804";"Christina's House";1999;96;NA;4;481
"805";"Christmas Carol, A";1997;72;NA;4,5;86
"806";"Christmas Carol: The Movie";2001;81;NA;4,9;95
"807";"Christmas with the Kranks";2004;98;60000000;4,5;1520
"808";"Chrome and Hot Leather";1971;91;NA;4,5;48
"809";"Chronicles of Riddick, The";2004;135;110000000;6,2;11438
"810";"Chrystal";2004;106;NA;3,8;169
"811";"Chuck&Buck";2000;96;250000;6,6;1919
"812";"Chuen jik sat sau";2001;102;NA;6,8;1234
"813";"Chump Change";2004;87;NA;5;139
"814";"Chunhyang";2000;120;NA;7,5;507
"815";"Ciao America";2002;100;5000000;4,8;27
"816";"Cible, La";1997;95;NA;6,9;21
"817";"Cidade de Deus";2002;135;3300000;8,7;25964
"818";"Cider House Rules, The";1999;126;24000000;7,5;18950
"819";"Cilantro y perejil";1995;90;NA;6,5;106
"820";"Cinderella Story, A";2004;95;20000000;4,9;2755
"821";"Circle of Friends";1995;103;NA;6,6;2499
"822";"Circuit, The";2002;91;NA;2,8;71
"823";"Circus";2000;95;NA;5,6;728
"824";"Citizen Toxie: The Toxic Avenger IV";2000;99;NA;6,5;531
"825";"Citizen Verdict";2003;97;10000000;4,8;58
"826";"City Hall";1996;111;40000000;6,1;4381
"827";"City by the Sea";2002;108;60000000;6,3;4886
"828";"City of Angels";1998;114;55000000;6,2;15333
"829";"City of Ghosts";2002;116;17500000;5,6;877
"830";"City of the Dead, The";1960;76;NA;6,5;419
"831";"Civil Action, A";1998;112;60000000;6,4;6847
"832";"Civil Brand";2002;95;500000;4,1;102
"833";"Claim, The";2000;115;NA;6,5;1710
"834";"Class of Nuke 'Em High 3: The Good, the Bad and the Subhumanoid";1994;102;NA;3,7;88
"835";"Claudine's Return";1998;91;2000000;3,8;80
"836";"Claustrophobia";2003;79;114000;4,2;90
"837";"Clay Pigeons";1998;104;8000000;6,4;2658
"838";"Clean and Narrow";1999;85;NA;4,1;45
"839";"Clerks.";1994;92;230000;7,9;39927
"840";"Click: The Body Beautiful";2000;91;NA;2,5;41
"841";"Climb, The";1998;98;NA;6,7;139
"842";"Climb, The";2002;98;2500000;5,2;83
"843";"Clockers";1995;129;25000000;6,8;3099
"844";"Clockstoppers";2002;94;26000000;5,1;2555
"845";"Clockwatchers";1997;96;NA;6,4;1786
"846";"Close Enough to Touch";2002;87;NA;3,7;39
"847";"Close Up";1996;84;NA;6,7;10
"848";"Closer You Get, The";2000;90;NA;6,2;441
"849";"Clown at Midnight, The";1998;91;NA;4,2;235
"850";"Club Dread";2004;119;9000000;5,2;3432
"851";"Club V.R.";1996;93;NA;3,5;25
"852";"Club Vampire";1998;76;NA;1,8;84
"853";"Club Wild Side";1998;101;NA;4,9;44
"854";"Clubhouse Detectives";1996;85;NA;4,7;51
"855";"Clubland";1999;94;4000000;4;58
"856";"Clueless";1995;97;20000000;6,7;16521
"857";"Coach Carter";2005;136;30000000;6,6;1636
"858";"Coastlines";2002;119;NA;5,7;29
"859";"Cockettes, The";2002;100;300000;6,6;177
"860";"Cockfight";2001;45;NA;7,9;12
"861";"Code 46";2003;92;7500000;6,4;2094
"862";"Code Conspiracy, The";2001;97;NA;6,1;123
"863";"Codename: Silencer";1995;93;NA;4,3;67
"864";"Coffee and Cigarettes";2003;95;NA;6,8;3729
"865";"Cold Around the Heart";1997;96;NA;3,8;407
"866";"Cold Creek Manor";2003;118;NA;4,8;3498
"867";"Cold Harvest";1998;89;NA;4,8;90
"868";"Cold Heart";2001;95;3000000;4,1;140
"869";"Cold Hearts";1999;90;900000;3,9;131
"870";"Cold Mountain";2003;152;83000000;7,4;15712
"871";"Coldblooded";1995;92;NA;6,6;872
"872";"Collateral";2004;120;65000000;7,7;24499
"873";"Collateral Damage";2002;108;85000000;5,2;8590
"874";"Collectors, The";1999;90;NA;3,8;125
"875";"Colorz of Rage";1999;90;NA;2,6;21
"876";"Comedian Harmonists";1997;126;NA;7,3;939
"877";"Comfortably Numb";1995;100;NA;4,5;18
"878";"Commandments";1997;88;5000000;5,4;468
"879";"Comme une image";2004;110;NA;7,3;924
"880";"Committed";2000;98;3000000;5,2;739
"881";"Company Man";2000;86;16000000;4,8;492
"882";"Company, The";2003;112;15000000;6,2;1505
"883";"Complicity";2000;99;NA;5,6;160
"884";"Comunidad, La";2000;110;2000000;7,2;1270
"885";"Coneheads";1993;88;NA;4,9;5249
"886";"Confession, The";1999;114;4000000;5,8;519
"887";"Confessions of a Dangerous Mind";2002;113;29000000;7,1;11487
"888";"Confessions of a Teenage Drama Queen";2004;89;15000000;4,4;2205
"889";"Confidence";2003;97;15000000;6,8;6168
"890";"Confidences trop intimes";2004;104;NA;7;751
"891";"Congo";1995;109;50000000;4,4;8058
"892";"Connie and Carla";2004;98;NA;6,1;1367
"893";"Consequence";2003;97;NA;4,5;104
"894";"Conspiracy Theory";1997;135;75000000;6,4;15470
"895";"Contact";1997;153;90000000;7,3;36390
"896";"Contaminated Man, The";2000;100;NA;4,6;300
"897";"Conte d'automne";1998;112;NA;7,1;855
"898";"Contender, The";2000;126;9000000;6,9;7023
"899";"Contract, The";2000;42;NA;4,2;6
"900";"Controlled Chaos";2003;93;NA;5,1;11
"901";"Controvento";2000;98;NA;5,4;25
"902";"Convent, The";2000;84;NA;4,8;629
"903";"Convergence";1999;93;NA;4,3;212
"904";"Cookers";2001;96;NA;8,6;22
"905";"Cookie's Fortune";1999;118;NA;6,9;4727
"906";"Cookout, The";2004;97;NA;3,2;368
"907";"Cool, Dry Place, A";1998;97;NA;6,3;725
"908";"Cooler, The";2003;101;NA;7;6329
"909";"Cop Land";1997;116;15000000;6,7;12677
"910";"Copycat";1995;123;20000000;6,5;7804
"911";"Cord";2000;100;NA;5,3;384
"912";"Core, The";2003;135;74000000;5,4;7860
"913";"Corky Romano";2001;86;11000000;4,6;2463
"914";"Coronado";2003;88;4700000;4,5;411
"915";"Corporate Fantasy";1999;86;NA;3,1;46
"916";"Corporate Ladder, The";1997;112;NA;4,6;72
"917";"Corpse, The";1970;91;NA;3,6;73
"918";"Corruptor, The";1999;99;NA;5,5;4312
"919";"Cosi";1996;103;NA;6,8;536
"920";"Cotton Mary";1999;124;3500000;5,3;164
"921";"Count Yorga, Vampire";1970;90;NA;5,4;278
"922";"Count of Monte Cristo, The";2002;134;35000000;7,4;13907
"923";"Counter Measures";1999;90;NA;3,7;119
"924";"Country Life";1994;114;NA;6,2;280
"925";"Country of My Skull";2004;104;12000000;5,1;194
"926";"Courage Under Fire";1996;117;46000000;6,7;8884
"927";"Cousin Bette";1998;108;NA;6,2;628
"928";"Cover Me";1995;94;NA;3,5;79
"929";"Cover Story";2002;92;NA;3,5;64
"930";"Cowboy Up";2001;105;NA;5,3;143
"931";"Cowboys and Angels";2000;97;NA;6,5;83
"932";"Coyote Run";1996;101;NA;3,9;37
"933";"Coyote Ugly";2000;100;45000000;5,4;13221
"934";"Crack in the Floor, A";2000;90;NA;2,5;199
"935";"Crackerjack 2";1996;96;NA;2,7;69
"936";"Crackerjack 3";2000;97;NA;4,8;29
"937";"Cradle 2 the Grave";2003;101;25000000;5,3;4164
"938";"Cradle Will Rock";1999;132;32000000;6,7;3375
"939";"Craft, The";1996;101;15000000;5,9;9187
"940";"Crash";2004;113;6500000;8,3;1660
"941";"Crash Point Zero";2000;89;NA;2,8;97
"942";"Crazy Six";1998;94;NA;1,9;273
"943";"Crazy as Hell";2002;113;NA;5,5;174
"944";"Crazy in Alabama";1999;111;15000000;6,1;2086
"945";"Crazy/Beautiful";2001;135;14000000;6,5;4503
"946";"Crazysitter, The";1995;92;NA;3,8;79
"947";"Creeps, The";1997;80;NA;3,2;107
"948";"Crew, The";2000;84;23000000;5,3;1297
"949";"Crier, The";1995;78;250000;3,3;12
"950";"Crime Partners 2000";2001;102;250000;4,4;57
"951";"Crime Spree";2003;98;10000000;6,3;953
"952";"Crime and Punishment in Suburbia";2000;98;NA;5,8;873
"953";"Crimebroker";1993;93;NA;4,6;49
"954";"Crimen del padre Amaro, El";2002;118;1800000;7;2469
"955";"Crimetime";1996;118;NA;3;359
"956";"Criminal";2004;87;NA;6,4;762
"957";"Criminal Hearts";1995;92;NA;4,8;74
"958";"Criminal Minds";1998;88;NA;6,5;6
"959";"Criminal, The";1999;99;NA;5,5;152
"960";"Crimson Tide";1995;116;53000000;7,1;14033
"961";"Critical Care";1997;107;12000000;5,8;397
"962";"Critical Mass";2000;92;NA;4,1;86
"963";"Crna macka, beli macor";1998;123;NA;7,6;4613
"964";"Crocodile 2: Death Swamp";2002;89;NA;3,6;249
"965";"Crocodile Dundee in Los Angeles";2001;92;25000000;4,7;2698
"966";"Crocodile Hunter: Collision Course, The";2002;90;13000000;5,3;1648
"967";"Crosscut";1996;98;NA;5,5;43
"968";"Crossing Guard, The";1995;111;NA;6,3;2269
"969";"Crossplot";1969;96;1000000;4,1;49
"970";"Crossroads";2002;93;12000000;3,1;8546
"971";"Crossworlds";1996;90;NA;5,1;496
"972";"Crow: City of Angels, The";1996;84;13000000;3,8;3656
"973";"Crow: Salvation, The";2000;102;25000000;4,9;1383
"974";"Crude Oasis, The";1995;92;NA;5,6;35
"975";"Cruel Intentions";1999;97;11000000;6,5;25634
"976";"Cry of the Banshee";1970;87;500000;4,6;180
"977";"Cry, the Beloved Country";1995;106;NA;6,4;387
"978";"Crying Game, The";1992;112;NA;7,3;9524
"979";"Cube";1997;90;NA;7,4;16205
"980";"Cube 2: Hypercube";2002;95;NA;5,6;4536
"981";"Cube Zero";2004;97;NA;5,7;1570
"982";"Cupid";1997;95;NA;4,1;96
"983";"Curdled";1996;88;2309723;5,5;959
"984";"Cure for Boredom, The";2000;87;NA;4,4;21
"985";"Cure, The";1995;97;NA;6,9;1568
